-0.0486,-0.0466,0.2786
-0.1003,-0.080867,0.55407
-0.17757,-0.0841,0.84853
-0.29947,0.0009,0.92043
-0.57397,0.13337,1.0444
-0.95807,0.31543,1.2003
-1.3322,0.4818,1.3113
-1.6648,0.60877,1.3526
-1.8699,0.69453,1.3781
-1.9918,0.81413,1.4063
-1.9533,0.98357,1.3827
-1.6661,1.183,1.2063
-1.0982,1.3437,0.9893
-0.29213,1.3808,0.82523
0.54043,1.2783,0.6479
1.2581,1.0986,0.45237
1.7334,0.86727,0.47637
1.9124,0.65827,0.72417
1.9388,0.43743,1.0145
1.9023,0.26577,1.0942
1.8019,0.099633,1.0929
1.5644,-0.0027,1.0145
1.2405,-0.0536,0.9108
0.92443,-0.0889,0.82587
0.63183,-0.095333,0.80607
0.4424,-0.11183,0.82563
0.3435,-0.10783,0.81753
0.3235,-0.1243,0.84057
0.31173,-0.13387,0.8669
0.27967,-0.13183,0.8766
0.23723,-0.12697,0.87977
0.1698,-0.11317,0.90473
0.098233,-0.10703,0.95653
0.0645,-0.11197,0.9858
0.0715,-0.12403,0.98833
0.10857,-0.1374,0.97097
0.1451,-0.1432,0.96457
0.13427,-0.1349,0.96723
0.1211,-0.1218,0.97443
0.13187,-0.11193,0.9795
0.2005,-0.108,0.984
0.26957,-0.10633,0.99193
0.32357,-0.11033,0.98427
0.35283,-0.11997,0.9662
