0.1209,-0.097933,0.299
0.22957,-0.19323,0.59617
0.33167,-0.28293,0.9056
0.31267,-0.27537,0.92027
0.29593,-0.2681,0.9306
0.29757,-0.27573,0.91807
0.31277,-0.28877,0.88553
0.34507,-0.3039,0.844
0.371,-0.3155,0.8107
0.40237,-0.32393,0.7821
0.4434,-0.31503,0.7804
0.52467,-0.28023,0.78113
0.6454,-0.20667,0.76663
0.93303,-0.17747,0.6941
1.3493,-0.18873,0.5487
1.7466,-0.24603,0.2397
1.9602,-0.27923,-0.1109
1.9995,-0.20977,-0.33333
1.9995,-0.022767,-0.26773
1.9995,0.30573,-0.0198
1.7006,0.81247,0.24047
1.0228,1.3633,0.5626
0.23827,1.7818,1.0168
-0.59467,1.9388,1.5252
-1.1523,1.7715,1.8749
-1.6123,1.4487,1.9957
-1.6459,1.0383,1.9292
-1.4393,0.74233,1.7655
-1.1648,0.56677,1.5436
-0.94047,0.4657,1.3312
-0.82053,0.41027,1.2238
-0.71837,0.35263,1.193
-0.6351,0.27443,1.223
-0.5639,0.17347,1.2278
-0.47427,0.081867,1.2106
-0.33583,0.0082667,1.1706
-0.16977,-0.043667,1.1097
-0.042167,-0.0735,1.0297
0.059933,-0.1168,0.9592
0.1334,-0.15437,0.91783
0.18787,-0.18703,0.90363
0.1871,-0.1819,0.91437
0.14643,-0.17137,0.94183
0.077767,-0.17313,0.98193
