-0.017033,-0.10863,0.2797
-0.0325,-0.2077,0.5455
-0.0216,-0.31217,0.79657
0.0156,-0.3247,0.7645
0.043467,-0.41843,0.76313
0.0027,-0.60637,0.80993
-0.0811,-0.84403,0.87753
-0.1994,-0.95167,0.95543
-0.45517,-0.7865,1.039
-0.83377,-0.4255,1.1886
-1.2823,0.0058333,1.3618
-1.6606,0.40083,1.5579
-1.8849,0.77563,1.6611
-1.9595,1.0962,1.6175
-1.7571,1.3549,1.3715
-1.3564,1.5464,1.0615
-0.83627,1.6687,0.85217
-0.39743,1.7798,0.79613
-0.032567,1.8713,0.7977
0.25903,1.9498,0.8721
0.55253,1.9087,0.93847
0.74397,1.7999,1.0271
0.99903,1.5563,1.0256
1.3103,1.2021,1.0375
1.6295,0.77783,0.99943
1.7886,0.43987,0.84103
1.8216,0.20487,0.6203
1.8413,-0.022967,0.58737
1.7991,-0.23957,0.72503
1.604,-0.38813,0.84583
1.302,-0.47303,0.77517
0.99713,-0.56317,0.71873
0.74527,-0.66743,0.78617
0.42387,-0.66587,0.9512
-0.031933,-0.5202,1.1663
-0.45213,-0.3485,1.4475
-0.7187,-0.21307,1.6517
-0.819,-0.0897,1.6227
-0.85487,0.045467,1.4281
-0.8714,0.16093,1.3188
-0.828,0.20393,1.3445
-0.73027,0.21573,1.3186
-0.59313,0.21963,1.1093
-0.43097,0.19747,0.89067
-0.31073,0.15303,0.79337
-0.1998,0.0899,0.81683
-0.10533,0.0317,0.83
