-0.1456,0.3605,0.0405
-0.29173,0.71807,0.063033
-0.43443,1.0729,0.072633
-0.42777,1.0601,0.033767
-0.4063,1.0404,0.0089667
-0.389,1.0303,0.0087
-0.39193,1.0403,0.041
-0.44957,1.0875,0.12197
-0.546,1.1625,0.24477
-0.64903,1.2713,0.41977
-0.74517,1.4299,0.64247
-0.84063,1.6595,0.9236
-0.91583,1.8595,1.2256
-0.9208,1.9823,1.4086
-0.89433,1.9995,1.441
-0.79903,1.9995,1.2411
-0.72623,1.9995,0.8777
-0.631,1.9995,0.39257
-0.5974,1.9995,-0.1076
-0.53107,1.9882,-0.51703
-0.37103,1.7771,-0.84937
-0.15073,1.419,-1.0863
0.0376,0.95747,-1.2423
0.15877,0.54177,-1.317
0.19233,0.161,-1.2968
0.20603,-0.197,-1.1925
0.1294,-0.44777,-0.99857
0.0405,-0.62933,-0.76317
-0.0827,-0.73833,-0.5114
-0.18587,-0.79157,-0.2613
-0.27807,-0.76803,-0.013467
-0.3666,-0.69123,0.20653
-0.45833,-0.60373,0.39073
-0.53113,-0.53397,0.50147
-0.55893,-0.49703,0.52227
-0.54467,-0.4928,0.4346
