-0.18863,-0.24517,-0.2189
-0.35737,-0.53567,-0.44127
-0.46477,-0.87013,-0.7148
-0.31187,-0.9785,-0.80507
-0.052467,-1.0254,-0.9371
0.27653,-1.0282,-1.0245
0.6041,-1.0107,-1.0523
0.8501,-0.97083,-1.0449
0.973,-0.85917,-1.0477
1.0114,-0.67563,-1.0893
0.96167,-0.4652,-1.2131
0.87617,-0.21323,-1.4058
0.80357,0.11777,-1.6184
0.7598,0.52067,-1.7944
0.72897,0.89283,-1.9045
0.6422,1.1818,-1.9799
0.4841,1.3549,-1.9987
0.2361,1.4444,-1.9256
0.038167,1.3922,-1.7903
-0.0556,1.2571,-1.5908
-0.063933,1.0812,-1.3793
-0.14513,0.9784,-1.1687
-0.3395,0.95687,-1.0128
-0.56243,0.9334,-0.96903
-0.80597,0.88997,-1.0041
-1.0523,0.80667,-1.0072
-1.2541,0.73803,-1.0339
-1.3962,0.62677,-1.0181
-1.4488,0.4378,-0.9753
-1.4981,0.1585,-0.8694
-1.5357,-0.23537,-0.7388
-1.5463,-0.63987,-0.71293
-1.5205,-0.98193,-0.75497
-1.4037,-1.1578,-0.8795
-1.2227,-1.1894,-0.98413
-0.9833,-1.1635,-1.046
-0.6687,-1.0645,-1.1173
-0.31003,-0.97033,-1.2002
0.053967,-0.77493,-1.2829
0.38033,-0.56937,-1.2946
0.6118,-0.33863,-1.2488
0.76177,-0.19163,-1.179
0.7864,-0.052933,-1.1787
0.76763,-0.0069333,-1.2197
0.6559,0.035867,-1.2991
0.51183,-0.0085333,-1.3323
0.3067,-0.0443,-1.3303
