-0.1302,-0.0958,-0.3099
-0.2512,-0.17917,-0.60797
-0.38307,-0.26527,-0.89507
-0.3925,-0.244,-0.88413
-0.45463,-0.23443,-0.91453
-0.61373,-0.19463,-0.96453
-0.87273,-0.13613,-1.0626
-1.168,-0.035767,-1.1406
-1.5141,0.16697,-1.2301
-1.782,0.54603,-1.3064
-1.9701,1.0971,-1.4437
-1.9282,1.5576,-1.5776
-1.5523,1.6734,-1.5736
-0.9384,1.4694,-1.4806
-0.22483,1.1184,-1.3594
0.3708,0.88567,-1.3311
0.96803,0.7549,-1.3435
1.5161,0.58763,-1.4025
1.8776,0.30437,-1.4285
1.9995,0.034167,-1.3787
1.9995,-0.20813,-1.213
1.8951,-0.20963,-0.95827
1.298,-0.28367,-0.79713
0.37333,-0.23977,-0.69393
-0.61823,-0.37043,-0.7217
-0.97887,-0.4664,-0.7543
-0.79443,-0.5899,-0.87323
-0.19847,-0.6327,-1.0221
0.43217,-0.64213,-1.1274
0.8963,-0.60057,-1.1362
1.1135,-0.53687,-1.0766
1.0954,-0.46213,-0.9986
0.96007,-0.39283,-0.93517
0.77857,-0.34093,-0.89273
0.56263,-0.27357,-0.85203
