0.043167,-0.014867,-0.3401
0.088333,-0.041667,-0.6826
0.15357,-0.0862,-0.9861
0.22463,-0.12823,-0.94433
0.3341,-0.15587,-0.92173
0.4424,-0.17307,-0.92977
0.5268,-0.18643,-0.92283
0.59333,-0.20637,-0.92953
0.6011,-0.20227,-1.0265
0.469,-0.15803,-1.1626
0.17497,-0.0617,-1.2029
-0.20457,0.051933,-1.0366
-0.52977,0.1123,-0.68633
-0.75933,0.13433,-0.35117
-0.9821,0.12623,-0.093
-1.2156,0.20583,-0.067467
-1.3311,0.32533,-0.0909
-1.1747,0.38107,-0.11463
-0.81427,0.2884,-0.18597
-0.3707,0.10807,-0.3269
0.15387,-0.051667,-0.58603
0.70243,-0.1841,-0.74127
1.1186,-0.28803,-0.82103
1.2283,-0.33783,-0.85427
1.0405,-0.293,-0.87633
0.68367,-0.22657,-0.9381
0.30427,-0.1035,-0.97163
-0.0643,-0.0029333,-0.85757
-0.4047,0.067133,-0.55603
-0.7596,0.092467,-0.26747
-1.0613,0.10203,-0.0972
-1.2179,0.20453,-0.14393
-1.1655,0.28033,-0.25607
-0.94893,0.30517,-0.41633
-0.69563,0.21107,-0.52693
-0.4894,0.091433,-0.58023
-0.27017,-0.0071,-0.6313
0.011967,-0.1036,-0.69477
0.34803,-0.18703,-0.75833
0.62043,-0.25857,-0.8159
0.7293,-0.2848,-0.8612
0.66897,-0.28397,-0.87887
0.53137,-0.2659,-0.88417
