-0.0075667,-0.1637,-0.2602
0.036433,-0.31093,-0.5359
0.16583,-0.47063,-0.8238
0.41127,-0.46597,-0.87263
0.77133,-0.47547,-0.9352
1.232,-0.47757,-1.0417
1.6607,-0.45917,-1.1968
1.9231,-0.3737,-1.3499
1.9995,-0.18907,-1.4645
1.9529,0.071367,-1.527
1.5965,0.35717,-1.5712
0.93387,0.6405,-1.6041
0.0416,0.93687,-1.74
-0.76183,1.2086,-1.8616
-1.3764,1.3854,-1.9862
-1.7092,1.2184,-1.9902
-1.7989,0.86433,-1.8527
-1.6706,0.55483,-1.5604
-1.4438,0.4267,-1.2035
-1.1668,0.34257,-0.96573
-0.9364,0.15657,-0.86873
-0.74797,-0.014333,-0.84353
-0.5476,-0.1493,-0.86193
-0.3609,-0.2307,-0.87483
-0.24363,-0.26463,-0.8708
-0.23057,-0.26057,-0.86503
-0.28317,-0.2597,-0.88587
-0.34943,-0.26727,-0.92813
-0.4094,-0.2654,-0.97037
-0.47037,-0.2528,-0.9934
-0.54143,-0.2292,-0.99113
-0.61713,-0.19597,-0.98833
-0.68957,-0.16137,-1.0445
-0.76087,-0.15787,-1.0669
-0.78527,-0.11443,-1.0658
-0.74607,-0.0799,-1.0268
-0.67967,-0.021667,-1.0634
-0.63537,-0.0361,-1.0736
